Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Venezuela,1982-01-01,,,,,
Vietnam,1982-01-01,,,,,
Wallis and Futuna,1982-01-01,,,,,
Albania,1983-01-01,,,,,
Anguilla,1983-01-01,,,,,
Armenia,1983-01-01,,,,,
Azerbaijan,1983-01-01,,,,,
Bahamas,1983-01-01,,,,,
Bahrain,1983-01-01,,,,,
Belize,1983-01-01,,,,,
Bosnia and Herzegovina,1983-01-01,,,,,
Brazil,1983-01-01,,,,,
British Virgin Islands,1983-01-01,,,,,
Brunei,1983-01-01,,,,,
Cape Verde,1983-01-01,,,,,
Cayman Islands,1983-01-01,,,,,
Chile,1983-01-01,,,,,
China,1983-01-01,,,,,
Colombia,1983-01-01,,,,,
Cook Islands,1983-01-01,,,,,
Dominica,1983-01-01,,,,,
Dominican Republic,1983-01-01,,,,,
Ecuador,1983-01-01,,,,,
Falkland Islands,1983-01-01,,,,,
Fiji,1983-01-01,,,,,
French Guiana,1983-01-01,,,,,
French Polynesia,1983-01-01,,,,,
Georgia,1983-01-01,,,,,
Greenland,1983-01-01,,,,,
Grenada,1983-01-01,,,,,
Guadeloupe,1983-01-01,,,,,
Guam,1983-01-01,,,,,
Guyana,1983-01-01,,,,,
Jamaica,1983-01-01,,,,,
Jordan,1983-01-01,,,,,
Kazakhstan,1983-01-01,,,,,
Kosovo,1983-01-01,,,,,
Kuwait,1983-01-01,,,,,
Kyrgyzstan,1983-01-01,,,,,
Lebanon,1983-01-01,,,,,
Malaysia,1983-01-01,,,,,
Mauritius,1983-01-01,,,,,
Mayotte,1983-01-01,,,,,
Mexico,1983-01-01,,,,,
Micronesia (country),1983-01-01,,,,,
Moldova,1983-01-01,,,,,
Montserrat,1983-01-01,,,,,
New Caledonia,1983-01-01,,,,,
Niue,1983-01-01,,,,,
North Korea,1983-01-01,,,,,
North Macedonia,1983-01-01,,,,,
Palestine,1983-01-01,,,,,
Panama,1983-01-01,,,,,
Paraguay,1983-01-01,,,,,
Peru,1983-01-01,,,,,
Philippines,1983-01-01,,,,,
Qatar,1983-01-01,,,,,
Reunion,1983-01-01,,,,,
Russia,1983-01-01,,,,,
Saint Kitts and Nevis,1983-01-01,,,,,
Saint Lucia,1983-01-01,,,,,
Saint Vincent and the Grenadines,1983-01-01,,,,,
Samoa,1983-01-01,,,,,
Saudi Arabia,1983-01-01,,,,,
Seychelles,1983-01-01,,,,,
South Korea,1983-01-01,,,,,
Sri Lanka,1983-01-01,,,,,
Suriname,1983-01-01,,,,,
Syria,1983-01-01,,,,,
Thailand,1983-01-01,,,,,
Tokelau,1983-01-01,,,,,
Tonga,1983-01-01,,,,,
Trinidad and Tobago,1983-01-01,,,,,
Tunisia,1983-01-01,,,,,
Turkey,1983-01-01,,,,,
Turkmenistan,1983-01-01,,,,,
Turks and Caicos Islands,1983-01-01,,,,,
United Arab Emirates,1983-01-01,,,,,
Uzbekistan,1983-01-01,,,,,
Vanuatu,1983-01-01,,,,,
Venezuela,1983-01-01,,,,,
Vietnam,1983-01-01,,,,,
Wallis and Futuna,1983-01-01,,,,,
Albania,1984-01-01,,,,,
Anguilla,1984-01-01,,,,,
Armenia,1984-01-01,,,,,
Azerbaijan,1984-01-01,,,,,
Bahamas,1984-01-01,,,,,
Bahrain,1984-01-01,,,,,
Belize,1984-01-01,,,,,
Bosnia and Herzegovina,1984-01-01,,,,,
Brazil,1984-01-01,,,,,
British Virgin Islands,1984-01-01,,,,,
Brunei,1984-01-01,,,,,
Cape Verde,1984-01-01,,,,,
Cayman Islands,1984-01-01,,,,,
Chile,1984-01-01,,,,,
China,1984-01-01,,,,,
Colombia,1984-01-01,,,,,
Cook Islands,1984-01-01,,,,,
Dominica,1984-01-01,,,,,
Dominican Republic,1984-01-01,,,,,
Ecuador,1984-01-01,,,,,
Falkland Islands,1984-01-01,,,,,
Fiji,1984-01-01,,,,,
French Guiana,1984-01-01,,,,,
French Polynesia,1984-01-01,,,,,
Georgia,1984-01-01,,,,,
Greenland,1984-01-01,,,,,
Grenada,1984-01-01,,,,,
Guadeloupe,1984-01-01,,,,,
Guam,1984-01-01,,,,,
Guyana,1984-01-01,,,,,
Jamaica,1984-01-01,,,,,
Jordan,1984-01-01,,,,,
Kazakhstan,1984-01-01,,,,,
Kosovo,1984-01-01,,,,,
Kuwait,1984-01-01,,,,,
Kyrgyzstan,1984-01-01,,,,,
Lebanon,1984-01-01,,,,,
Malaysia,1984-01-01,,,,,
Mauritius,1984-01-01,,,,,
Mayotte,1984-01-01,,,,,
Mexico,1984-01-01,,,,,
Micronesia (country),1984-01-01,,,,,
Moldova,1984-01-01,,,,,
Montserrat,1984-01-01,,,,,
New Caledonia,1984-01-01,,,,,
Niue,1984-01-01,,,,,
North Korea,1984-01-01,,,,,
North Macedonia,1984-01-01,,,,,
Palestine,1984-01-01,,,,,
Panama,1984-01-01,,,,,
Paraguay,1984-01-01,,,,,
Peru,1984-01-01,,,,,
Philippines,1984-01-01,,,,,
Qatar,1984-01-01,,,,,
Reunion,1984-01-01,,,,,
Russia,1984-01-01,,,,,
Saint Kitts and Nevis,1984-01-01,,,,,
Saint Lucia,1984-01-01,,,,,
Saint Vincent and the Grenadines,1984-01-01,,,,,
Samoa,1984-01-01,,,,,
Saudi Arabia,1984-01-01,,,,,
Seychelles,1984-01-01,,,,,
South Korea,1984-01-01,,,,,
Sri Lanka,1984-01-01,,,,,
Suriname,1984-01-01,,,,,
Syria,1984-01-01,,,,,
Thailand,1984-01-01,,,,,
Tokelau,1984-01-01,,,,,
Tonga,1984-01-01,,,,,
Trinidad and Tobago,1984-01-01,,,,,
Tunisia,1984-01-01,,,,,
Turkey,1984-01-01,,,,,
Turkmenistan,1984-01-01,,,,,
Turks and Caicos Islands,1984-01-01,,,,,
United Arab Emirates,1984-01-01,,,,,
Uzbekistan,1984-01-01,,,,,
Vanuatu,1984-01-01,,,,,
Venezuela,1984-01-01,,,,,
Vietnam,1984-01-01,,,,,
Wallis and Futuna,1984-01-01,,,,,
Albania,1985-01-01,,,,,
Anguilla,1985-01-01,,,,,
Armenia,1985-01-01,,,,,
Azerbaijan,1985-01-01,,,,,
Bahamas,1985-01-01,,,,,
Bahrain,1985-01-01,,,,,
Belize,1985-01-01,,,,,
Bosnia and Herzegovina,1985-01-01,,,,,
Brazil,1985-01-01,,,,,
British Virgin Islands,1985-01-01,,,,,
Brunei,1985-01-01,,,,,
Cape Verde,1985-01-01,,,,,
Cayman Islands,1985-01-01,,,,,
Chile,1985-01-01,,,,,
China,1985-01-01,,,,,
Colombia,1985-01-01,,,,,
Cook Islands,1985-01-01,,,,,
Dominica,1985-01-01,,,,,
Dominican Republic,1985-01-01,,,,,
Ecuador,1985-01-01,,,,,
Falkland Islands,1985-01-01,,,,,
Fiji,1985-01-01,,,,,
French Guiana,1985-01-01,,,,,
French Polynesia,1985-01-01,,,,,
Georgia,1985-01-01,,,,,
Greenland,1985-01-01,,,,,
Grenada,1985-01-01,,,,,
Guadeloupe,1985-01-01,,,,,
Guam,1985-01-01,,,,,
Guyana,1985-01-01,,,,,
Jamaica,1985-01-01,,,,,
Jordan,1985-01-01,,,,,
Kazakhstan,1985-01-01,,,,,
Kosovo,1985-01-01,,,,,
Kuwait,1985-01-01,,,,,
Kyrgyzstan,1985-01-01,,,,,
Lebanon,1985-01-01,,,,,
Malaysia,1985-01-01,,,,,
Mauritius,1985-01-01,,,,,
Mayotte,1985-01-01,,,,,
Mexico,1985-01-01,,,,,
Micronesia (country),1985-01-01,,,,,
Moldova,1985-01-01,,,,,
Montserrat,1985-01-01,,,,,
New Caledonia,1985-01-01,,,,,
Niue,1985-01-01,,,,,
North Korea,1985-01-01,,,,,
North Macedonia,1985-01-01,,,,,
Palestine,1985-01-01,,,,,
Panama,1985-01-01,,,,,
Paraguay,1985-01-01,,,,,
Peru,1985-01-01,,,,,
Philippines,1985-01-01,,,,,
Qatar,1985-01-01,,,,,
Reunion,1985-01-01,,,,,
Russia,1985-01-01,,,,,
Saint Kitts and Nevis,1985-01-01,,,,,
Saint Lucia,1985-01-01,,,,,
Saint Vincent and the Grenadines,1985-01-01,,,,,
Samoa,1985-01-01,,,,,
Saudi Arabia,1985-01-01,,,,,
Seychelles,1985-01-01,,,,,
South Korea,1985-01-01,,,,,
Sri Lanka,1985-01-01,,,,,
Suriname,1985-01-01,,,,,
Syria,1985-01-01,,,,,
Thailand,1985-01-01,,,,,
Tokelau,1985-01-01,,,,,
Tonga,1985-01-01,,,,,
Trinidad and Tobago,1985-01-01,,,,,
Tunisia,1985-01-01,,,,,
Turkey,1985-01-01,,,,,
Turkmenistan,1985-01-01,,,,,
Turks and Caicos Islands,1985-01-01,,,,,
United Arab Emirates,1985-01-01,,,,,
Uzbekistan,1985-01-01,,,,,
Vanuatu,1985-01-01,,,,,
Venezuela,1985-01-01,,,,,
Vietnam,1985-01-01,,,,,
Wallis and Futuna,1985-01-01,,,,,
Albania,1986-01-01,,,,,
Anguilla,1986-01-01,,,,,
Armenia,1986-01-01,,,,,
Azerbaijan,1986-01-01,,,,,
Bahamas,1986-01-01,,,,,
Bahrain,1986-01-01,,,,,
Belize,1986-01-01,,,,,
Bosnia and Herzegovina,1986-01-01,,,,,
Brazil,1986-01-01,,,,,
British Virgin Islands,1986-01-01,,,,,
Brunei,1986-01-01,,,,,
Cape Verde,1986-01-01,,,,,
Cayman Islands,1986-01-01,,,,,
Chile,1986-01-01,,,,,
China,1986-01-01,,,,,
Colombia,1986-01-01,,,,,
Cook Islands,1986-01-01,,,,,
Dominica,1986-01-01,,,,,
Dominican Republic,1986-01-01,,,,,
Ecuador,1986-01-01,,,,,
Falkland Islands,1986-01-01,,,,,
Fiji,1986-01-01,,,,,
French Guiana,1986-01-01,,,,,
French Polynesia,1986-01-01,,,,,
Georgia,1986-01-01,,,,,
Greenland,1986-01-01,,,,,
Grenada,1986-01-01,,,,,
Guadeloupe,1986-01-01,,,,,
Guam,1986-01-01,,,,,
Guyana,1986-01-01,,,,,
Jamaica,1986-01-01,,,,,
Jordan,1986-01-01,,,,,
Kazakhstan,1986-01-01,,,,,
Kosovo,1986-01-01,,,,,
Kuwait,1986-01-01,,,,,
Kyrgyzstan,1986-01-01,,,,,
Lebanon,1986-01-01,,,,,
Malaysia,1986-01-01,,,,,
Mauritius,1986-01-01,,,,,
Mayotte,1986-01-01,,,,,
Mexico,1986-01-01,,,,,
Micronesia (country),1986-01-01,,,,,
Moldova,1986-01-01,,,,,
Montserrat,1986-01-01,,,,,
New Caledonia,1986-01-01,,,,,
Niue,1986-01-01,,,,,
North Korea,1986-01-01,,,,,
North Macedonia,1986-01-01,,,,,
Palestine,1986-01-01,,,,,
Panama,1986-01-01,,,,,
Paraguay,1986-01-01,,,,,
Peru,1986-01-01,,,,,
Philippines,1986-01-01,,,,,
Qatar,1986-01-01,,,,,
Reunion,1986-01-01,,,,,
Russia,1986-01-01,,,,,
Saint Kitts and Nevis,1986-01-01,,,,,
Saint Lucia,1986-01-01,,,,,
Saint Vincent and the Grenadines,1986-01-01,,,,,
Samoa,1986-01-01,,,,,
Saudi Arabia,1986-01-01,,,,,
Seychelles,1986-01-01,,,,,
South Korea,1986-01-01,,,,,
Sri Lanka,1986-01-01,,,,,
Suriname,1986-01-01,,,,,
Syria,1986-01-01,,,,,
Thailand,1986-01-01,,,,,
Tokelau,1986-01-01,,,,,
Tonga,1986-01-01,,,,,
Trinidad and Tobago,1986-01-01,,,,,
Tunisia,1986-01-01,,,,,
Turkey,1986-01-01,,,,,
Turkmenistan,1986-01-01,,,,,
Turks and Caicos Islands,1986-01-01,,,,,
United Arab Emirates,1986-01-01,,,,,
Uzbekistan,1986-01-01,,,,,
Vanuatu,1986-01-01,,,,,
Venezuela,1986-01-01,,,,,
Vietnam,1986-01-01,,,,,
Wallis and Futuna,1986-01-01,,,,,
Albania,1987-01-01,,,,,
Anguilla,1987-01-01,,,,,
Armenia,1987-01-01,,,,,
Azerbaijan,1987-01-01,,,,,
Bahamas,1987-01-01,,,,,
Bahrain,1987-01-01,,,,,
Belize,1987-01-01,,,,,
Bosnia and Herzegovina,1987-01-01,,,,,
Brazil,1987-01-01,,,,,
British Virgin Islands,1987-01-01,,,,,
Brunei,1987-01-01,,,,,
Cape Verde,1987-01-01,,,,,
Cayman Islands,1987-01-01,,,,,
Chile,1987-01-01,,,,,
China,1987-01-01,,,,,
Colombia,1987-01-01,,,,,
Cook Islands,1987-01-01,,,,,
Dominica,1987-01-01,,,,,
Dominican Republic,1987-01-01,,,,,
Ecuador,1987-01-01,,,,,
Falkland Islands,1987-01-01,,,,,
Fiji,1987-01-01,,,,,
French Guiana,1987-01-01,,,,,
French Polynesia,1987-01-01,,,,,
Georgia,1987-01-01,,,,,
Greenland,1987-01-01,,,,,
Grenada,1987-01-01,,,,,
Guadeloupe,1987-01-01,,,,,
Guam,1987-01-01,,,,,
Guyana,1987-01-01,,,,,
Jamaica,1987-01-01,,,,,
Jordan,1987-01-01,,,,,
Kazakhstan,1987-01-01,,,,,
Kosovo,1987-01-01,,,,,
Kuwait,1987-01-01,,,,,
Kyrgyzstan,1987-01-01,,,,,
Lebanon,1987-01-01,,,,,
Malaysia,1987-01-01,,,,,
Mauritius,1987-01-01,,,,,
Mayotte,1987-01-01,,,,,
Mexico,1987-01-01,,,,,
Micronesia (country),1987-01-01,,,,,
Moldova,1987-01-01,,,,,
Montserrat,1987-01-01,,,,,
New Caledonia,1987-01-01,,,,,
Niue,1987-01-01,,,,,
North Korea,1987-01-01,,,,,
North Macedonia,1987-01-01,,,,,
Palestine,1987-01-01,,,,,
Panama,1987-01-01,,,,,
Paraguay,1987-01-01,,,,,
Peru,1987-01-01,,,,,
Philippines,1987-01-01,,,,,
Qatar,1987-01-01,,,,,
Reunion,1987-01-01,,,,,
Russia,1987-01-01,,,,,
Saint Kitts and Nevis,1987-01-01,,,,,
Saint Lucia,1987-01-01,,,,,
Saint Vincent and the Grenadines,1987-01-01,,,,,
Samoa,1987-01-01,,,,,
Saudi Arabia,1987-01-01,,,,,
Seychelles,1987-01-01,,,,,
South Korea,1987-01-01,,,,,
Sri Lanka,1987-01-01,,,,,
Suriname,1987-01-01,,,,,
Syria,1987-01-01,,,,,
Thailand,1987-01-01,,,,,
Tokelau,1987-01-01,,,,,
Tonga,1987-01-01,,,,,
Trinidad and Tobago,1987-01-01,,,,,
Tunisia,1987-01-01,,,,,
Turkey,1987-01-01,,,,,
Turkmenistan,1987-01-01,,,,,
Turks and Caicos Islands,1987-01-01,,,,,
United Arab Emirates,1987-01-01,,,,,
Uzbekistan,1987-01-01,,,,,
Vanuatu,1987-01-01,,,,,
Venezuela,1987-01-01,,,,,
Vietnam,1987-01-01,,,,,
Wallis and Futuna,1987-01-01,,,,,
Albania,1988-01-01,,,,,
Anguilla,1988-01-01,,,,,
Armenia,1988-01-01,,,,,
Azerbaijan,1988-01-01,,,,,
Bahamas,1988-01-01,,,,,
Bahrain,1988-01-01,,,,,
Belize,1988-01-01,,,,,
Bosnia and Herzegovina,1988-01-01,,,,,
Brazil,1988-01-01,,,,,
British Virgin Islands,1988-01-01,,,,,
Brunei,1988-01-01,,,,,
Cape Verde,1988-01-01,,,,,
Cayman Islands,1988-01-01,,,,,
Chile,1988-01-01,,,,,
China,1988-01-01,,,,,
Colombia,1988-01-01,,,,,
Cook Islands,1988-01-01,,,,,
Dominica,1988-01-01,,,,,
Dominican Republic,1988-01-01,,,,,
Ecuador,1988-01-01,,,,,
Falkland Islands,1988-01-01,,,,,
Fiji,1988-01-01,,,,,
French Guiana,1988-01-01,,,,,
French Polynesia,1988-01-01,,,,,
Georgia,1988-01-01,,,,,
Greenland,1988-01-01,,,,,
Grenada,1988-01-01,,,,,
Guadeloupe,1988-01-01,,,,,
Guam,1988-01-01,,,,,
Guyana,1988-01-01,,,,,
Jamaica,1988-01-01,,,,,
Jordan,1988-01-01,,,,,
Kazakhstan,1988-01-01,,,,,
Kosovo,1988-01-01,,,,,
Kuwait,1988-01-01,,,,,
Kyrgyzstan,1988-01-01,,,,,
Lebanon,1988-01-01,,,,,
Malaysia,1988-01-01,,,,,
Mauritius,1988-01-01,,,,,
Mayotte,1988-01-01,,,,,
Mexico,1988-01-01,,,,,
Micronesia (country),1988-01-01,,,,,
Moldova,1988-01-01,,,,,
Montserrat,1988-01-01,,,,,
New Caledonia,1988-01-01,,,,,
Niue,1988-01-01,,,,,
North Korea,1988-01-01,,,,,
North Macedonia,1988-01-01,,,,,
Palestine,1988-01-01,,,,,
Panama,1988-01-01,,,,,
Paraguay,1988-01-01,,,,,
Peru,1988-01-01,,,,,
Philippines,1988-01-01,,,,,
Qatar,1988-01-01,,,,,
Reunion,1988-01-01,,,,,
Russia,1988-01-01,,,,,
Saint Kitts and Nevis,1988-01-01,,,,,
Saint Lucia,1988-01-01,,,,,
Saint Vincent and the Grenadines,1988-01-01,,,,,
Samoa,1988-01-01,,,,,
Saudi Arabia,1988-01-01,,,,,
Seychelles,1988-01-01,,,,,
South Korea,1988-01-01,,,,,
Sri Lanka,1988-01-01,,,,,
Suriname,1988-01-01,,,,,
Syria,1988-01-01,,,,,
Thailand,1988-01-01,,,,,
Tokelau,1988-01-01,,,,,
Tonga,1988-01-01,,,,,
Trinidad and Tobago,1988-01-01,,,,,
Tunisia,1988-01-01,,,,,
Turkey,1988-01-01,,,,,
Turkmenistan,1988-01-01,,,,,
Turks and Caicos Islands,1988-01-01,,,,,
United Arab Emirates,1988-01-01,,,,,
Uzbekistan,1988-01-01,,,,,
Vanuatu,1988-01-01,,,,,
Venezuela,1988-01-01,,,,,
Vietnam,1988-01-01,,,,,
Wallis and Futuna,1988-01-01,,,,,
Albania,1989-01-01,,,,,
Anguilla,1989-01-01,,,,,
Armenia,1989-01-01,,,,,
Azerbaijan,1989-01-01,,,,,
Bahamas,1989-01-01,,,,,
Bahrain,1989-01-01,,,,,
Belize,1989-01-01,,,,,
Bosnia and Herzegovina,1989-01-01,,,,,
Brazil,1989-01-01,,,,,
British Virgin Islands,1989-01-01,,,,,
Brunei,1989-01-01,,,,,
Cape Verde,1989-01-01,,,,,
Cayman Islands,1989-01-01,,,,,
Chile,1989-01-01,,,,,
China,1989-01-01,,,,,
Colombia,1989-01-01,,,,,
Cook Islands,1989-01-01,,,,,
Dominica,1989-01-01,,,,,
Dominican Republic,1989-01-01,,,,,
Ecuador,1989-01-01,,,,,
Falkland Islands,1989-01-01,,,,,
Fiji,1989-01-01,,,,,
French Guiana,1989-01-01,,,,,
French Polynesia,1989-01-01,,,,,
Georgia,1989-01-01,,,,,
Greenland,1989-01-01,,,,,
Grenada,1989-01-01,,,,,
Guadeloupe,1989-01-01,,,,,
Guam,1989-01-01,,,,,
Guyana,1989-01-01,,,,,
Jamaica,1989-01-01,,,,,
Jordan,1989-01-01,,,,,
Kazakhstan,1989-01-01,,,,,
Kosovo,1989-01-01,,,,,
Kuwait,1989-01-01,,,,,
Kyrgyzstan,1989-01-01,,,,,
Lebanon,1989-01-01,,,,,
Malaysia,1989-01-01,,,,,
Mauritius,1989-01-01,,,,,
Mayotte,1989-01-01,,,,,
Mexico,1989-01-01,,,,,
Micronesia (country),1989-01-01,,,,,
Moldova,1989-01-01,,,,,
Montserrat,1989-01-01,,,,,
New Caledonia,1989-01-01,,,,,
Niue,1989-01-01,,,,,
North Korea,1989-01-01,,,,,
North Macedonia,1989-01-01,,,,,
Palestine,1989-01-01,,,,,
Panama,1989-01-01,,,,,
Paraguay,1989-01-01,,,,,
Peru,1989-01-01,,,,,
Philippines,1989-01-01,,,,,
Qatar,1989-01-01,,,,,
Reunion,1989-01-01,,,,,
Russia,1989-01-01,,,,,
Saint Kitts and Nevis,1989-01-01,,,,,
Saint Lucia,1989-01-01,,,,,
Saint Vincent and the Grenadines,1989-01-01,,,,,
Samoa,1989-01-01,,,,,
Saudi Arabia,1989-01-01,,,,,
Seychelles,1989-01-01,,,,,
South Korea,1989-01-01,,,,,
Sri Lanka,1989-01-01,,,,,
Suriname,1989-01-01,,,,,
Syria,1989-01-01,,,,,
Thailand,1989-01-01,,,,,
Tokelau,1989-01-01,,,,,
Tonga,1989-01-01,,,,,
Trinidad and Tobago,1989-01-01,,,,,
Tunisia,1989-01-01,,,,,
Turkey,1989-01-01,,,,,
Turkmenistan,1989-01-01,,,,,
Turks and Caicos Islands,1989-01-01,,,,,
United Arab Emirates,1989-01-01,,,,,
Uzbekistan,1989-01-01,,,,,
Vanuatu,1989-01-01,,,,,
Venezuela,1989-01-01,,,,,
Vietnam,1989-01-01,,,,,
Wallis and Futuna,1989-01-01,,,,,
Albania,1990-01-01,,,,,
Anguilla,1990-01-01,,,,,
Armenia,1990-01-01,,,,,
Azerbaijan,1990-01-01,,,,,
Bahamas,1990-01-01,,,,,
Bahrain,1990-01-01,,,,,
Belize,1990-01-01,,,,,
Bosnia and Herzegovina,1990-01-01,,,,,
Brazil,1990-01-01,,,,,
British Virgin Islands,1990-01-01,,,,,
Brunei,1990-01-01,,,,,
Cape Verde,1990-01-01,,,,,
Cayman Islands,1990-01-01,,,,,
Chile,1990-01-01,,,,,
China,1990-01-01,,,,,
Colombia,1990-01-01,,,,,
Cook Islands,1990-01-01,,,,,
Dominica,1990-01-01,,,,,
Dominican Republic,1990-01-01,,,,,
Ecuador,1990-01-01,,,,,
Falkland Islands,1990-01-01,,,,,
Fiji,1990-01-01,,,,,
French Guiana,1990-01-01,,,,,
French Polynesia,1990-01-01,,,,,
Georgia,1990-01-01,,,,,
Greenland,1990-01-01,,,,,
Grenada,1990-01-01,,,,,
Guadeloupe,1990-01-01,,,,,
Guam,1990-01-01,,,,,
Guyana,1990-01-01,,,,,
Jamaica,1990-01-01,,,,,
Jordan,1990-01-01,,,,,
Kazakhstan,1990-01-01,,,,,
Kosovo,1990-01-01,,,,,
Kuwait,1990-01-01,,,,,
Kyrgyzstan,1990-01-01,,,,,
Lebanon,1990-01-01,,,,,
Malaysia,1990-01-01,,,,,
Mauritius,1990-01-01,,,,,
Mayotte,1990-01-01,,,,,
Mexico,1990-01-01,,,,,
Micronesia (country),1990-01-01,,,,,
Moldova,1990-01-01,,,,,
Montserrat,1990-01-01,,,,,
New Caledonia,1990-01-01,,,,,
Niue,1990-01-01,,,,,
North Korea,1990-01-01,,,,,
North Macedonia,1990-01-01,,,,,
Palestine,1990-01-01,,,,,
Panama,1990-01-01,,,,,
Paraguay,1990-01-01,,,,,
Peru,1990-01-01,,,,,
Philippines,1990-01-01,,,,,
Qatar,1990-01-01,,,,,
Reunion,1990-01-01,,,,,
Russia,1990-01-01,,,,,
Saint Kitts and Nevis,1990-01-01,,,,,
Saint Lucia,1990-01-01,,,,,
Saint Vincent and the Grenadines,1990-01-01,,,,,
Samoa,1990-01-01,,,,,
Saudi Arabia,1990-01-01,,,,,
Seychelles,1990-01-01,,,,,
South Korea,1990-01-01,,,,,
Sri Lanka,1990-01-01,,,,,
Suriname,1990-01-01,,,,,
Syria,1990-01-01,,,,,
Thailand,1990-01-01,,,,,
Tokelau,1990-01-01,,,,,
Tonga,1990-01-01,,,,,
Trinidad and Tobago,1990-01-01,,,,,
Tunisia,1990-01-01,,,,,
Turkey,1990-01-01,,,,,
Turkmenistan,1990-01-01,,,,,
Turks and Caicos Islands,1990-01-01,,,,,
United Arab Emirates,1990-01-01,,,,,
Uzbekistan,1990-01-01,,,,,
Vanuatu,1990-01-01,,,,,
Venezuela,1990-01-01,,,,,
Vietnam,1990-01-01,,,,,
Wallis and Futuna,1990-01-01,,,,,
Albania,1991-01-01,,,,,
Anguilla,1991-01-01,,,,,
Armenia,1991-01-01,,,,,
Azerbaijan,1991-01-01,,,,,
Bahamas,1991-01-01,,,,,
Bahrain,1991-01-01,,,,,
Belize,1991-01-01,,,,,
Bosnia and Herzegovina,1991-01-01,,,,,
Brazil,1991-01-01,,,,,
British Virgin Islands,1991-01-01,,,,,
Brunei,1991-01-01,,,,,
Cape Verde,1991-01-01,,,,,
Cayman Islands,1991-01-01,,,,,
Chile,1991-01-01,,,,,
China,1991-01-01,,,,,
Colombia,1991-01-01,,,,,
Cook Islands,1991-01-01,,,,,
Dominica,1991-01-01,,,,,
Dominican Republic,1991-01-01,,,,,
Ecuador,1991-01-01,,,,,
Falkland Islands,1991-01-01,,,,,
Fiji,1991-01-01,,,,,
French Guiana,1991-01-01,,,,,
French Polynesia,1991-01-01,,,,,
Georgia,1991-01-01,,,,,
Greenland,1991-01-01,,,,,
Grenada,1991-01-01,,,,,
Guadeloupe,1991-01-01,,,,,
Guam,1991-01-01,,,,,
Guyana,1991-01-01,,,,,
Jamaica,1991-01-01,,,,,
Jordan,1991-01-01,,,,,
Kazakhstan,1991-01-01,,,,,
Kosovo,1991-01-01,,,,,
Kuwait,1991-01-01,,,,,
Kyrgyzstan,1991-01-01,,,,,
Lebanon,1991-01-01,,,,,
Malaysia,1991-01-01,,,,,
Mauritius,1991-01-01,,,,,
Mayotte,1991-01-01,,,,,
Mexico,1991-01-01,,,,,
Micronesia (country),1991-01-01,,,,,
Moldova,1991-01-01,,,,,
Montserrat,1991-01-01,,,,,
New Caledonia,1991-01-01,,,,,
Niue,1991-01-01,,,,,
North Korea,1991-01-01,,,,,
North Macedonia,1991-01-01,,,,,
Palestine,1991-01-01,,,,,
Panama,1991-01-01,,,,,
Paraguay,1991-01-01,,,,,
Peru,1991-01-01,,,,,
Philippines,1991-01-01,,,,,
Qatar,1991-01-01,,,,,
Reunion,1991-01-01,,,,,
Russia,1991-01-01,,,,,
Saint Kitts and Nevis,1991-01-01,,,,,
Saint Lucia,1991-01-01,,,,,
Saint Vincent and the Grenadines,1991-01-01,,,,,
Samoa,1991-01-01,,,,,
Saudi Arabia,1991-01-01,,,,,
Seychelles,1991-01-01,,,,,
South Korea,1991-01-01,,,,,
Sri Lanka,1991-01-01,,,,,
Suriname,1991-01-01,,,,,
Syria,1991-01-01,,,,,
Thailand,1991-01-01,,,,,
Tokelau,1991-01-01,,,,,
Tonga,1991-01-01,,,,,
Trinidad and Tobago,1991-01-01,,,,,
Tunisia,1991-01-01,,,,,
Turkey,1991-01-01,,,,,
Turkmenistan,1991-01-01,,,,,
Turks and Caicos Islands,1991-01-01,,,,,
United Arab Emirates,1991-01-01,,,,,
Uzbekistan,1991-01-01,,,,,
Vanuatu,1991-01-01,,,,,
Venezuela,1991-01-01,,,,,
Vietnam,1991-01-01,,,,,
Wallis and Futuna,1991-01-01,,,,,
Albania,1992-01-01,,,,,
Anguilla,1992-01-01,,,,,
Armenia,1992-01-01,,,,,
Azerbaijan,1992-01-01,,,,,
Bahamas,1992-01-01,,,,,
Bahrain,1992-01-01,,,,,
Belize,1992-01-01,,,,,
Bosnia and Herzegovina,1992-01-01,,,,,
Brazil,1992-01-01,,,,,
British Virgin Islands,1992-01-01,,,,,
Brunei,1992-01-01,,,,,
Cape Verde,1992-01-01,,,,,
Cayman Islands,1992-01-01,,,,,
Chile,1992-01-01,,,,,
China,1992-01-01,,,,,
Colombia,1992-01-01,,,,,
Cook Islands,1992-01-01,,,,,
Dominica,1992-01-01,,,,,
Dominican Republic,1992-01-01,,,,,
Ecuador,1992-01-01,,,,,
Falkland Islands,1992-01-01,,,,,
Fiji,1992-01-01,,,,,
French Guiana,1992-01-01,,,,,
French Polynesia,1992-01-01,,,,,
Georgia,1992-01-01,,,,,
Greenland,1992-01-01,,,,,
Grenada,1992-01-01,,,,,
Guadeloupe,1992-01-01,,,,,
Guam,1992-01-01,,,,,
Guyana,1992-01-01,,,,,
Jamaica,1992-01-01,,,,,
Jordan,1992-01-01,,,,,
Kazakhstan,1992-01-01,,,,,
Kosovo,1992-01-01,,,,,
Kuwait,1992-01-01,,,,,
